cell,cell,batch,leiden,Individual,Technology,Brain Region,AD Index,Total Methylome Reads,Overall Adjusted mCG%,Overall Adjusted mCH%,Overall mCCC%,tsne_0,tsne_1,umap_0,umap_1,pca_0,pca_1,pca_2,pca_3,MajorCluster,ClusterAnno,MajorType,ClusterAnnoHuslColor,ClusterAnnoTab10Color,SubCluster,SubClusterAnno,m3c_cluster
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H5_AD004,190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H5_AD004,snm3C-seq,18,UMB5577,snm3C-seq,BA10,AD004,3795933.0,0.7623336892627645,0.015961780796893917,0.010940677109392696,-21.953800864534948,-17.585031227279618,24.282258446287397,11.820503193177622,-0.31961456822069756,0.23341321630554293,-0.027151878204839892,-0.13757860071487266,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,2,NonN Oligo MBP 2,M3C NonN Oligo MBP AGAP1
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H5_AD007,190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H5_AD007,snm3C-seq,12,UMB5577,snm3C-seq,BA10,AD007,2949897.0,0.7745047093068691,0.03255639690120566,0.00706450702369162,-70.83520299517399,8.448227208495029,-3.0572696363491496,23.724261429011488,0.0015782459862956459,-0.07123807202921933,0.16700287150465007,0.006763176774375997,11,Exc L6 TLE4,Exc,#34ae90,#9467bd,2,Exc L6 TLE4 2,M3C Exc L6 TLE4
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H5_AD008,190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H5_AD008,snm3C-seq,4,UMB5577,snm3C-seq,BA10,AD008,3011472.0,0.76111663839012,0.013908661566219038,0.005003595832238196,9.509763889986324,48.499952051369625,27.39682186550405,5.206944624310119,-0.5551736552966172,0.40385026960060466,-0.042291995774156245,0.13731802470227095,7,NonN Astro FGF3R,NonN,#c053a7,#959622,0,NonN Astro FGF3R 0,M3C NonN Astro FGF3R
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H5_AD010,190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H5_AD010,snm3C-seq,13,UMB5577,snm3C-seq,BA10,AD010,2472316.0,0.7302196410410684,0.006860416853540626,0.0038179001275501718,-1.704540290152683,-11.880873613304592,15.633509845947016,7.504732642944589,-0.20249220061369547,0.26501386433370955,0.008131384993241633,-0.11396280470486919,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,4,NonN Micro-Endo TYROBP 4,M3C NonN Other -
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H6_AD002,190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H6_AD002,snm3C-seq,8,UMB5577,snm3C-seq,BA10,AD002,3226189.0,0.7473084772875433,0.004088812261199437,0.0035683038702234407,1.5259416529891126,-18.103749360437742,16.570908708197663,6.336380606813314,-0.23366214616655223,0.23538435680748906,-0.03632251616801134,-0.14930011147335404,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,5,NonN Micro-Endo TYROBP 5,M3C NonN Micro CSF1R
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H6_AD004,190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H6_AD004,snm3C-seq,0,UMB5577,snm3C-seq,BA10,AD004,1834440.0,0.7423177301849407,0.05758727458225067,0.012282150073757443,-1.9543571479513429,5.53968543956516,1.7140917255840566,10.418733329533529,0.4918893564284132,0.01965554490393341,-0.04033213788620878,-0.05058125523322524,20,Exc L2-4 RORB,Exc,#af5666,#205a83,1,Exc L2-4 RORB 1,M3C Exc L2-4 RORB
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H6_AD006,190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H6_AD006,snm3C-seq,1,UMB5577,snm3C-seq,BA10,AD006,2387422.0,0.749966470400991,0.006558186530150638,0.004132047567193588,-20.650532809608844,-20.471560725284995,24.380524244973692,12.460749701812272,-0.2877154678902204,0.24526371277092285,-0.029467868831303378,-0.05826590156489392,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,2,NonN Oligo MBP 2,M3C NonN Oligo MBP AGAP1
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H6_AD007,190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H6_AD007,snm3C-seq,8,UMB5577,snm3C-seq,BA10,AD007,3061420.0,0.7081488461753607,0.003839249674877476,0.0033366141330316637,-1.2892404167874452,-21.877088986103065,16.42497866107161,5.240568772095319,-0.209098540436645,0.23854928604056463,-0.04658738479324874,-0.17728322287990347,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,3,NonN Micro-Endo TYROBP 3,M3C NonN Other -
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H6_AD008,190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H6_AD008,snm3C-seq,1,UMB5577,snm3C-seq,BA10,AD008,2779283.0,0.7420478023303374,0.006708592196961231,0.004462964054315458,-21.521843178124037,-26.27612918745595,25.923721574325935,12.850728804297496,-0.4088367328661112,0.3507684385592642,-0.008773910402613938,-0.08520430697991617,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,2,NonN Oligo MBP 2,M3C NonN Oligo MBP AGAP1
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H6_AD010,190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H6_AD010,snm3C-seq,1,UMB5577,snm3C-seq,BA10,AD010,2745578.0,0.7608507649032913,0.008056443079086583,0.004101822465678792,-23.8225419501433,-33.708500005528784,27.672383232305222,13.58915059738178,-0.5216440594307121,0.398905882182114,-0.00850970387253581,-0.06261205710036571,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,2,NonN Oligo MBP 2,M3C NonN Oligo MBP AGAP1
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H6_AD012,190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H6_AD012,snm3C-seq,1,UMB5577,snm3C-seq,BA10,AD012,2927326.0,0.7546260662162237,0.009315766792286852,0.004283233713455167,-22.54212114523328,-39.17939111813859,29.93712171401848,13.88922754818029,-0.5301255905264975,0.39728866694702447,-0.039833934426724234,-0.040741629510721834,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H7_AD002,190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H7_AD002,snm3C-seq,14,UMB5577,snm3C-seq,BA10,AD002,3503008.0,0.7675737110397374,0.06198784896638718,0.013756724223773885,16.091876376968436,3.294628178374149,2.058382576988818,13.065603566500918,0.60289902709102,-0.007475514356266799,0.14564816222626092,-0.01733781529974448,20,Exc L2-4 RORB,Exc,#af5666,#205a83,1,Exc L2-4 RORB 1,M3C Exc L2-4 RORB
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H7_AD004,190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H7_AD004,snm3C-seq,3,UMB5577,snm3C-seq,BA10,AD004,3011215.0,0.7715132862282718,0.052118579018519164,0.011323438388258335,43.95066756369817,-9.86663636341076,6.168400164136603,22.330781297760733,0.4732020912145442,0.10516673723570158,0.3852090906871206,0.14624486443974594,5,Exc L4-5 FOXP2,Exc,#99682c,#b56014,0,Exc L4-5 FOXP2 0,M3C Exc L4-5 FOXP2
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H7_AD008,190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H7_AD008,snm3C-seq,4,UMB5577,snm3C-seq,BA10,AD008,3617460.0,0.7534979069482313,0.01324841461827453,0.004983902124919511,9.589560990878567,50.79495662990412,27.564857672387156,4.993063740708953,-0.5633733211803548,0.40637741697881796,-0.02813946457150802,0.1379964650645873,7,NonN Astro FGF3R,NonN,#c053a7,#959622,0,NonN Astro FGF3R 0,M3C NonN Astro FGF3R
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H7_AD012,190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H7_AD012,snm3C-seq,5,UMB5577,snm3C-seq,BA10,AD012,3593947.0,0.8019129963167054,0.02645244091636042,0.006293038346931896,20.658332893667996,-54.29289556178462,33.825604341929264,8.579694680819236,-0.5437015467570226,-0.3291618343154223,-0.045728042549255686,-0.09132724360381948,6,Inh MGE CALB1,Inh,#73c4cb,#af8981,1,Inh MGE CALB1 1,M3C Inh MGE SST
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H8_AD002,190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H8_AD002,snm3C-seq,6,UMB5577,snm3C-seq,BA10,AD002,3384532.0,0.733776400085829,0.030693683936095686,0.0073400887897911654,-16.906435544571806,12.800848939328512,-0.9264021677170907,4.893857304030043,0.4061642911978995,0.02126329598775767,-0.3659841096679775,0.017245305807062742,10,Exc L1-3 CUX2,Exc,#f67088,#1f77b4,1,Exc L1-3 CUX2 1,M3C Exc L1-3 CUX2
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H8_AD004,190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H8_AD004,snm3C-seq,1,UMB5577,snm3C-seq,BA10,AD004,5033885.0,0.7480583075251731,0.008267371144901853,0.005659011647035599,-20.583540347711008,-25.221341440791903,25.490875714807018,12.70844663889322,-0.3943176305306633,0.31858130644747756,-0.018424692415276018,-0.08562541096472798,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H8_AD006,190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H8_AD006,snm3C-seq,8,UMB5577,snm3C-seq,BA10,AD006,4623766.0,0.7218074748169335,0.004339925971593868,0.003944499905736891,3.54323308120062,-21.574470052577016,17.701219628965205,5.192757448806168,-0.2734220126339958,0.2557033421785751,-0.022030491107117564,-0.15498091133696615,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,5,NonN Micro-Endo TYROBP 5,M3C NonN Micro CSF1R
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H8_AD007,190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H8_AD007,snm3C-seq,13,UMB5577,snm3C-seq,BA10,AD007,1291830.0,0.7565734349026167,0.011646397527245906,0.004755974304716985,-8.53683132735222,-6.889006236646217,14.905868350093591,9.210957311618454,-0.4683653819087265,0.30746414219321244,-0.014739156118548,-0.054314591991580084,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,6,NonN Micro-Endo TYROBP 6,M3C NonN Other -
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H8_AD010,190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H8_AD010,snm3C-seq,8,UMB5577,snm3C-seq,BA10,AD010,2770125.0,0.7182637000814514,0.0040662176244910106,0.0037982567377701946,1.503736239371058,-16.797749853127616,16.54048250856082,6.006990691517817,-0.12787564158608197,0.23576804031215642,-0.0026530410073396246,-0.1669451546858569,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,5,NonN Micro-Endo TYROBP 5,M3C NonN Micro CSF1R
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H8_AD012,190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H8_AD012,snm3C-seq,1,UMB5577,snm3C-seq,BA10,AD012,4170421.0,0.7639990063281209,0.012162727202804249,0.004716273754586716,-22.322757107515354,-39.609990410612134,30.073178913006732,13.87505735033228,-0.5700645158404886,0.40086668187069685,-0.049669562715376765,-0.029983615284454375,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H9_AD002,190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H9_AD002,snm3C-seq,6,UMB5577,snm3C-seq,BA10,AD002,2705731.0,0.7453989681026518,0.04192442495262121,0.008726960104088834,-19.694994137419325,10.155307737538127,-1.8316309483446749,3.7294506420232207,0.3522724415459001,0.002098722302715548,-0.3002239437616821,0.05534218254990639,10,Exc L1-3 CUX2,Exc,#f67088,#1f77b4,2,Exc L1-3 CUX2 2,M3C Exc L1-3 CUX2
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H9_AD004,190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H9_AD004,snm3C-seq,8,UMB5577,snm3C-seq,BA10,AD004,4832259.0,0.7400740865652368,0.005663381430021254,0.004927377961335846,2.4990072730265886,-20.84899724164049,17.689162564317943,5.75061116457605,-0.18967833195700848,0.19354247146086492,-0.027903859911887135,-0.12303268160454398,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,5,NonN Micro-Endo TYROBP 5,M3C NonN Micro CSF1R
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H9_AD006,190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H9_AD006,snm3C-seq,1,UMB5577,snm3C-seq,BA10,AD006,4600455.0,0.7545136118199588,0.010742969268646528,0.004853300319679626,-21.694676858145236,-39.33801346191745,29.78730890120448,14.124014408832922,-0.5752304518072582,0.4396187811042164,-0.048667592520544416,-0.069563664994933,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H9_AD007,190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H9_AD007,snm3C-seq,8,UMB5577,snm3C-seq,BA10,AD007,4689904.0,0.7087810158012261,0.0046436822283344075,0.0035801708867461506,4.4720826444405475,-24.79488918791555,17.85597711800959,5.024308466774511,-0.28788518475514585,0.33841807140423386,-0.04006185342219707,-0.15139477272524973,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,5,NonN Micro-Endo TYROBP 5,M3C NonN Micro CSF1R
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H9_AD008,190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H9_AD008,snm3C-seq,5,UMB5577,snm3C-seq,BA10,AD008,3782050.0,0.7819042265314631,0.026907199970522128,0.00791747314090157,22.292241957533577,-49.80733930776422,34.58581047588796,10.154168453618313,-0.4304188190455519,-0.3306435139660906,-0.014754743738403893,-0.20154212407097752,6,Inh MGE CALB1,Inh,#73c4cb,#af8981,1,Inh MGE CALB1 1,M3C Inh MGE SST
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H9_AD010,190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H9_AD010,snm3C-seq,6,UMB5577,snm3C-seq,BA10,AD010,3548345.0,0.7515982245268359,0.04290831153708388,0.009137760532844394,-22.8316298140797,25.98959931286198,0.547492573019228,3.9945642305534994,0.5268043821378142,-0.04537996553104352,-0.44135368871147856,0.056013315685345476,10,Exc L1-3 CUX2,Exc,#f67088,#1f77b4,1,Exc L1-3 CUX2 1,M3C Exc L1-3 CUX2
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H9_AD012,190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_H9_AD012,snm3C-seq,9,UMB5577,snm3C-seq,BA10,AD012,4110335.0,0.7886877148869769,0.03133411497222105,0.007255121989089087,31.0871801499438,0.8921862775019809,27.83168579116206,-5.0331450373277145,-0.46245454352657156,-0.22370980952266278,-0.09054237359893831,0.4095457069699146,4,Inh CGE VIP,Inh,#3ba3ec,#e377c2,5,Inh CGE VIP 5,M3C Inh CGE VIP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A10_AD001,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A10_AD001,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD001,4135205.0,0.7415448447825709,0.00726865466138816,0.004506684363071234,-19.78163545217169,-28.469124438060902,26.958621589515218,13.481323955751183,-0.40454754445854985,0.3492002455830322,-0.048626025751395,-0.09782159657085607,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A10_AD002,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A10_AD002,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD002,5101245.0,0.7498189647494355,0.006302027715976386,0.004093222762580435,-19.994189842734293,-34.99635094066322,28.530867401336767,14.166372689365426,-0.509611673724941,0.4217095804345982,-0.051303436736814395,-0.07686722549538699,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A10_AD004,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A10_AD004,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD004,4746814.0,0.7651489017313187,0.014105598056154337,0.00896077944395267,-22.014310963616616,-23.62149063300885,25.376898719786805,12.193175137913569,-0.37178147718501564,0.31325821862718534,-0.04653028998301954,-0.11222945859251314,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,2,NonN Oligo MBP 2,M3C NonN Oligo MBP AGAP1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A10_AD007,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A10_AD007,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD007,4914999.0,0.7352527929435654,0.006161781831507354,0.004126197008246604,-19.197494474445318,-34.50731903173801,28.156068544925095,14.485446216201613,-0.46767501601642386,0.41670768003707537,-0.06256949631557251,-0.08551879581331041,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A10_AD008,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A10_AD008,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD008,4082865.0,0.750513665604244,0.0076155310614122,0.005322981683931228,-20.336103460892435,-25.99841155413161,26.003343715001527,12.969120860685354,-0.41408113876075126,0.33271034446259895,-0.03863813078631232,-0.08951215723096917,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A10_AD012,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A10_AD012,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD012,4742387.0,0.7560996678372408,0.006365351549918161,0.0044473638654484535,-22.365711950823286,-25.36492542868992,26.16299463597172,12.65974716053226,-0.4594305886629093,0.33782441305374783,-0.0436632046914639,-0.09221685095128493,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,2,NonN Oligo MBP 2,M3C NonN Oligo MBP AGAP1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A11_AD001,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A11_AD001,snm3C-seq,18,UMB5580,snm3C-seq,BA10,AD001,5545771.0,0.7532635763272995,0.011093653874158584,0.00857663891702809,-24.11493373063751,-14.492598895233105,23.467179690545805,11.377177532369732,-0.28577706537286646,0.2972176281108415,-0.01976704088121724,-0.13857331538203316,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,2,NonN Oligo MBP 2,M3C NonN Oligo MBP AGAP1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A11_AD004,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A11_AD004,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD004,6705081.0,0.7460698147030879,0.007306941546256941,0.004828092162864389,-19.102903033888772,-35.382753090811846,28.391811563086527,14.604415844588079,-0.47566331247486626,0.4065890635508287,-0.05972577970372777,-0.09681206381658196,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A11_AD007,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A11_AD007,snm3C-seq,13,UMB5580,snm3C-seq,BA10,AD007,5959330.0,0.7355972949913719,0.005568181464432886,0.004164566258185196,-4.181932877383942,-9.820456731772625,15.935213053629461,8.032313208223156,-0.31537546156083335,0.3036141256372047,0.0001190162168655212,-0.1436976297524894,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,1,NonN Micro-Endo TYROBP 1,M3C NonN Other -
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A11_AD008,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A11_AD008,snm3C-seq,4,UMB5580,snm3C-seq,BA10,AD008,5817520.0,0.7606437769500407,0.015854579762956116,0.005975882817525261,9.426349524997836,53.7599885267415,28.36441519253586,4.600172324917592,-0.5862925331175629,0.42157205311235785,-0.03735412835027243,0.1445848021819288,7,NonN Astro FGF3R,NonN,#c053a7,#959622,0,NonN Astro FGF3R 0,M3C NonN Astro FGF3R
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A11_AD010,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A11_AD010,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD010,6190646.0,0.7383841840170696,0.007240309903248603,0.005123092013002278,-19.2311304428619,-27.15260480868713,26.598781330407277,13.354541529842939,-0.4262369369238786,0.37465026296983117,-0.005594856176837059,-0.08543909270330768,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A12_AD001,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A12_AD001,snm3C-seq,8,UMB5580,snm3C-seq,BA10,AD001,2782274.0,0.7533793585437458,0.0044076337206948295,0.004085634203286411,-1.320447923344456,-21.482725047114478,16.492276880249715,5.5146407580584595,-0.24450997250536527,0.22016125040733708,-0.015078447789635345,-0.15728399538488233,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,5,NonN Micro-Endo TYROBP 5,M3C NonN Micro CSF1R
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A12_AD002,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A12_AD002,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD002,3247135.0,0.7488670937161623,0.007759978823535455,0.004744255429838567,-23.066705709073023,-30.450160621430612,27.142803424831886,13.267578762577038,-0.48662872283073066,0.39452102889215945,-0.03469331783119178,-0.08305992149389983,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,2,NonN Oligo MBP 2,M3C NonN Oligo MBP AGAP1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A12_AD004,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A12_AD004,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD004,3423569.0,0.7592354207619583,0.006753257568265922,0.004398351199663404,-22.877666633100322,-27.378656335086344,26.402669747859537,12.998784998543323,-0.4600368370113501,0.3655493229363531,-0.025491528799187122,-0.06592361185219954,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,2,NonN Oligo MBP 2,M3C NonN Oligo MBP AGAP1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A12_AD006,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A12_AD006,snm3C-seq,4,UMB5580,snm3C-seq,BA10,AD006,3735391.0,0.7746500369850898,0.04762499814087562,0.028724765209487982,13.608580157919624,40.13134450508894,24.766737541283405,6.154288428707659,-0.42427290684771735,0.3080441417395623,-0.055809845084010594,0.015368926540402455,7,NonN Astro FGF3R,NonN,#c053a7,#959622,0,NonN Astro FGF3R 0,M3C NonN Astro FGF3R
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A12_AD007,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A12_AD007,snm3C-seq,4,UMB5580,snm3C-seq,BA10,AD007,3178541.0,0.7632211601903294,0.018104868287881742,0.005731493273466033,9.198579113623564,51.580976637923314,27.896612436946658,4.954102055291791,-0.5546862080212661,0.3845737108935572,-0.05858769582585635,0.138052659813503,7,NonN Astro FGF3R,NonN,#c053a7,#959622,0,NonN Astro FGF3R 0,M3C NonN Astro FGF3R
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A12_AD008,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A12_AD008,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD008,2976544.0,0.7505332224597748,0.006549815234098826,0.0048254113114107565,-21.09891005584887,-19.615028014210267,24.84167317391828,12.418358205671101,-0.38016903005646596,0.27631362188709774,-0.02372022014988644,-0.12682985429411492,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,2,NonN Oligo MBP 2,M3C NonN Oligo MBP AGAP1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A12_AD010,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A12_AD010,snm3C-seq,8,UMB5580,snm3C-seq,BA10,AD010,2568832.0,0.7374758202024855,0.003730244935303882,0.0034494650792215127,-0.5000497058950552,-18.730385155099114,16.5455414171224,6.103030393932318,-0.18922863161637687,0.20914945562540332,-0.0321354373245319,-0.1587250079598042,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,5,NonN Micro-Endo TYROBP 5,M3C NonN Micro CSF1R
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A12_AD012,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A12_AD012,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD012,3538183.0,0.7478310930268979,0.006936660407907162,0.004592681569109987,-19.581999886289097,-32.144354787419445,27.756570967048383,14.02635946715225,-0.44173133001453674,0.3855973873063674,-0.06876358348707969,-0.0820477139168632,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
